step,customer,age,gender,merchant,category,amount,fraud
14,879,0,3,15,0,574.68,1
65,3247,0,3,15,0,10007.42,1
5,518,0,2,16,0,290.69,1
92,3321,0,2,17,0,10048.23,0
166,291,0,1,18,0,1002.59,0
144,47,0,2,18,0,10065.05,0
37,51,0,2,18,0,647.83,0
168,86,0,2,18,0,402.93,0
85,97,0,2,18,0,10043.11,0
129,143,0,2,18,0,10001.62,0
114,205,0,2,18,0,10053.86,0
166,262,0,2,18,0,10021.36,0
54,290,0,2,18,0,10069.68,0
178,365,0,2,18,0,10036.47,0
43,375,0,2,18,0,10031.98,0
63,386,0,2,18,0,10028.45,0
138,429,0,2,18,0,10003.82,0
172,515,0,2,18,0,10036.41,0
114,532,0,2,18,0,10041.26,0
155,547,0,2,18,0,10031.41,0
147,586,0,2,18,0,219.88,0
117,604,0,2,18,0,10029.9,0
56,643,0,2,18,0,10004.33,0
94,651,0,2,18,0,398.89,0
146,672,0,2,18,0,201.43,0
42,730,0,2,18,0,10009.85,0
132,734,0,2,18,0,10016.56,0
10,795,0,2,18,0,10005.35,0
146,795,0,2,18,0,10054.54,0
165,828,0,2,18,0,556.64,0
127,882,0,2,18,0,10134.29,0
84,915,0,2,18,0,10022.52,0
40,930,0,2,18,0,10023.5,0
67,945,0,2,18,0,10009.32,0
124,960,0,2,18,0,10009.36,0
76,1056,0,2,18,0,10030.39,0
175,1062,0,2,18,0,10013.3,0
146,1093,0,2,18,0,10066.17,0
179,1171,0,2,18,0,10007.58,0
76,1253,0,2,18,0,10012.19,0
94,1312,0,2,18,0,10032.53,0
173,1371,0,2,18,0,10028.49,0
105,1391,0,2,18,0,10008.29,0
92,1431,0,2,18,0,10064.79,0
149,1431,0,2,18,0,86.5,0
119,1432,0,2,18,0,10015.93,0
173,1452,0,2,18,0,10021.22,0
73,1457,0,2,18,0,10012.54,0
122,1468,0,2,18,0,10009.34,0
111,1537,0,2,18,0,10021.41,0
35,1549,0,2,18,0,10032.97,0
42,1564,0,2,18,0,10023.73,0
135,1566,0,2,18,0,631.31,0
32,1588,0,2,18,0,10162.81,0
179,1612,0,2,18,0,10038.53,0
114,1710,0,2,18,0,10017.32,0
165,1761,0,2,18,0,10030.18,0
16,1804,0,2,18,0,10009.87,0
16,1805,0,2,18,0,10015.25,0
74,1838,0,2,18,0,78.11,0
143,1885,0,2,18,0,10012.3,0
169,1901,0,2,18,0,10035.27,0
160,1940,0,2,18,0,10001.08,0
130,1950,0,2,18,0,10006.23,0
3,2024,0,2,18,0,10003.26,0
106,2045,0,2,18,0,10029.87,0
85,2059,0,2,18,0,10046.47,0
128,2106,0,2,18,0,10005.33,0
128,2140,0,2,18,0,10020.02,0
116,2232,0,2,18,0,10038.77,0
74,2340,0,2,18,0,10020.47,0
137,2387,0,2,18,0,10036,0
23,2389,0,2,18,0,10014.92,0
113,2414,0,2,18,0,187.76,0
113,2435,0,2,18,0,199.92,0
124,2442,0,2,18,0,10036.06,0
50,2491,0,2,18,0,10075.5,0
13,2683,0,2,18,0,290.49,0
170,2699,0,2,18,0,10034.94,0
118,2722,0,2,18,0,563.36,0
123,2852,0,2,18,0,10009.69,0
152,2861,0,2,18,0,10053.05,0
28,2902,0,2,18,0,10176.16,0
138,2929,0,2,18,0,10036.52,0
58,2992,0,2,18,0,10018.42,0
91,3017,0,2,18,0,10021.51,0
153,3057,0,2,18,0,10029.16,0
119,3137,0,2,18,0,228.64,0
131,3181,0,2,18,0,10049.42,0
59,3212,0,2,18,0,10002.85,0
154,3212,0,2,18,0,10062.13,0
60,3302,0,2,18,0,10032.4,0
160,3309,0,2,18,0,10020.83,0
65,3363,0,2,18,0,10013.83,0
13,3401,0,2,18,0,10007.46,0
148,3418,0,2,18,0,279.12,0
84,3448,0,2,18,0,10019.08,0
42,3497,0,2,18,0,135.58,0
171,2,0,3,18,0,10017.48,0
63,50,0,3,18,0,10048.86,0
180,101,0,3,18,0,10036.83,0
164,139,0,3,18,0,10067.37,0
79,140,0,3,18,0,10025.81,0
13,175,0,3,18,0,1.7,0
100,293,0,3,18,0,10029.19,0
137,355,0,3,18,0,10012.61,0
27,410,0,3,18,0,10008.1,0
171,493,0,3,18,0,418.04,0
177,540,0,3,18,0,10009.32,0
92,548,0,3,18,0,10049.06,0
162,557,0,3,18,0,851.58,0
103,570,0,3,18,0,773.23,0
124,666,0,3,18,0,168.85,0
93,711,0,3,18,0,10013.77,0
163,797,0,3,18,0,10034.05,0
86,850,0,3,18,0,10048.95,0
90,922,0,3,18,0,10003.27,0
12,927,0,3,18,0,61.45,0
166,947,0,3,18,0,349.98,0
74,964,0,3,18,0,10031.6,0
117,1065,0,3,18,0,10014.73,0
108,1079,0,3,18,0,10017.51,0
119,1096,0,3,18,0,10003.27,0
173,1101,0,3,18,0,342.89,0
145,1118,0,3,18,0,10042.69,0
106,1139,0,3,18,0,379.23,0
57,1156,0,3,18,0,10003.66,0
167,1196,0,3,18,0,10020.83,0
113,1201,0,3,18,0,733.91,0
111,1248,0,3,18,0,10017.53,0
107,1346,0,3,18,0,10020.85,0
11,1417,0,3,18,0,10005.93,0
18,1434,0,3,18,0,10049.61,0
69,1465,0,3,18,0,305.46,0
41,1512,0,3,18,0,87.55,0
94,1533,0,3,18,0,10002.81,0
122,1578,0,3,18,0,10032.48,0
145,1621,0,3,18,0,10031.3,0
42,1796,0,3,18,0,10008.55,0
154,1803,0,3,18,0,437.75,0
144,1870,0,3,18,0,10057.34,0
65,1880,0,3,18,0,129.69,0
146,1881,0,3,18,0,10219.82,0
117,1894,0,3,18,0,10068.72,0
109,1984,0,3,18,0,10001.74,0
28,2041,0,3,18,0,10012.83,0
41,2118,0,3,18,0,10019.66,0
174,2121,0,3,18,0,10002.11,0
117,2124,0,3,18,0,149.42,0
97,2346,0,3,18,0,10026.26,0
114,2365,0,3,18,0,10036.93,0
64,2406,0,3,18,0,10016.75,0
127,2422,0,3,18,0,335.61,0
154,2463,0,3,18,0,158.19,0
109,2464,0,3,18,0,10008.85,0
155,2466,0,3,18,0,10033.32,0
159,2502,0,3,18,0,10048.56,0
176,2514,0,3,18,0,10066.82,0
34,2616,0,3,18,0,96.43,0
90,2624,0,3,18,0,10005.36,0
178,2626,0,3,18,0,10059.65,0
101,2715,0,3,18,0,10025.8,0
56,2725,0,3,18,0,10037,0
172,2730,0,3,18,0,388.18,0
143,2770,0,3,18,0,10007.66,0
123,2783,0,3,18,0,10022.03,0
112,2911,0,3,18,0,10035.13,0
60,2986,0,3,18,0,951.26,0
132,2996,0,3,18,0,10022.56,0
168,3019,0,3,18,0,10031.92,0
35,3066,0,3,18,0,10066.78,0
79,3088,0,3,18,0,10043.98,0
96,3122,0,3,18,0,10031.23,0
152,3169,0,3,18,0,2340.44,0
123,3189,0,3,18,0,10018.28,0
23,3192,0,3,18,0,419.88,0
109,3196,0,3,18,0,10040.6,0
125,3213,0,3,18,0,10030.73,0
134,3258,0,3,18,0,10011.87,0
109,3268,0,3,18,0,157.24,0
15,3324,0,3,18,0,10021.76,0
129,3375,0,3,18,0,10037.9,0
180,3447,0,3,18,0,409.8,0
169,3454,0,3,18,0,10009.13,0
83,886,0,2,21,0,10039.74,1
47,976,0,2,21,0,10009.34,1
112,1551,0,2,21,0,642.6,1
60,1625,0,2,21,0,38.08,1
26,1663,0,2,21,0,10044.28,1
145,2021,0,2,21,0,646.86,1
150,2024,0,2,21,0,109.58,1
124,2210,0,2,21,0,10009.63,1
157,2698,0,2,21,0,5538.92,1
46,1872,0,3,21,0,10029.39,1
122,2305,0,3,21,0,10028.34,1
75,3037,0,3,21,0,10046.19,1
43,148,0,2,22,0,10045.08,1
3,589,0,2,22,0,10015.08,1
14,732,0,2,22,0,1956.12,1
70,929,0,2,22,0,10179.38,1
169,1456,0,2,22,0,10016.87,1
174,2040,0,2,22,0,9.8,1
161,2371,0,2,22,0,10031.92,1
97,3485,0,2,22,0,10032.76,1
70,587,0,3,22,0,185.72,1
150,628,0,3,22,0,10042.53,1
37,1577,0,3,22,0,672.11,1
117,2374,0,3,22,0,10012.35,1
119,2407,0,3,22,0,10003.03,1
131,2586,0,3,22,0,10003.62,1
104,2602,0,3,22,0,10039.04,1
42,3140,0,3,22,0,10006.94,1
85,247,0,2,23,0,10014.78,0
173,401,0,2,23,0,10020.02,0
138,488,0,2,23,0,10010.78,0
161,1191,0,2,23,0,10012.21,0
178,1670,0,2,23,0,200.88,0
111,669,0,3,23,0,10025.36,0
113,1868,0,2,24,0,10019.87,0
65,2441,0,3,24,0,10018.64,0
78,2531,0,2,25,0,10041.2,1
159,3014,0,2,25,0,10051.34,1
26,1238,0,3,25,0,319.67,1
59,1571,0,3,25,0,10061.08,1
7,955,0,2,26,0,10039,1
48,671,0,2,27,0,10020.43,1
55,671,0,2,27,0,10021.5,1
43,1474,0,2,27,0,60.6,1
156,2082,0,2,27,0,10001.2,1
156,2535,0,2,27,0,10000.33,1
7,958,0,3,27,0,10021.97,1
154,1746,0,3,27,0,10008.49,1
138,2474,0,3,27,0,10003.27,0
139,886,0,2,28,0,10030.31,1
153,938,0,2,28,0,833.01,1
14,2184,0,2,28,0,10032.32,1
171,2185,0,2,28,0,10010.33,1
81,2656,0,2,28,0,240.42,1
32,16,0,2,30,0,10055.25,0
108,48,0,2,30,0,3827.39,0
19,203,0,2,30,0,10017.07,0
30,220,0,2,30,0,10025.25,0
69,223,0,2,30,0,10042.41,0
157,237,0,2,30,0,385.58,0
20,263,0,2,30,0,433.54,0
71,302,0,2,30,0,10022.26,0
46,390,0,2,30,0,10003.5,0
146,396,0,2,30,0,454.99,0
76,412,0,2,30,0,10036.42,0
39,433,0,2,30,0,10001.1,0
54,460,0,2,30,0,10042.77,0
154,470,0,2,30,0,10055.77,0
108,533,0,2,30,0,16.21,0
172,533,0,2,30,0,10008.82,0
177,538,0,2,30,0,10026,0
34,627,0,2,30,0,271.93,0
78,637,0,2,30,0,260.6,0
5,808,0,2,30,0,10009.54,0
35,808,0,2,30,0,10003.82,0
33,819,0,2,30,0,10009.84,0
85,889,0,2,30,0,10058.08,0
128,989,0,2,30,0,10024.91,0
180,1023,0,2,30,0,10028.73,0
131,1071,0,2,30,0,672.27,0
164,1083,0,2,30,0,10001.6,0
45,1097,0,2,30,0,0.11,0
119,1142,0,2,30,0,10010.89,0
48,1181,0,2,30,0,10049.94,0
91,1211,0,2,30,0,10014.61,0
89,1213,0,2,30,0,10015.77,0
107,1259,0,2,30,0,10008.97,0
63,1311,0,2,30,0,10045.68,0
21,1444,0,2,30,0,10058.21,0
9,1453,0,2,30,0,249.78,0
20,1652,0,2,30,0,10011.43,0
60,1666,0,2,30,0,10010.43,0
131,1715,0,2,30,0,10031.74,0
24,1718,0,2,30,0,10003.48,0
64,1721,0,2,30,0,10028.39,0
179,1760,0,2,30,0,10008.52,0
39,1787,0,2,30,0,10033.92,0
64,1865,0,2,30,0,10033.74,0
85,1942,0,2,30,0,10073.4,0
32,1967,0,2,30,0,27.93,0
73,1996,0,2,30,0,10028.83,0
22,2122,0,2,30,0,10030.59,0
42,2249,0,2,30,0,10033.69,0
99,2273,0,2,30,0,10019.92,0
164,2353,0,2,30,0,10026.52,0
111,2400,0,2,30,0,4217.97,0
139,2454,0,2,30,0,10015.12,0
54,2465,0,2,30,0,10033.69,0
89,2465,0,2,30,0,34.33,0
4,2503,0,2,30,0,10007.93,0
29,2505,0,2,30,0,10027.85,0
28,2637,0,2,30,0,10059.43,0
23,2686,0,2,30,0,219.66,0
94,2739,0,2,30,0,10036.51,0
45,2800,0,2,30,0,274.18,0
101,2828,0,2,30,0,766.41,0
35,2854,0,2,30,0,10063.4,0
22,2928,0,2,30,0,10017.01,0
45,2970,0,2,30,0,10004.03,0
134,3096,0,2,30,0,10041.52,0
68,3230,0,2,30,0,10038.09,0
16,3273,0,2,30,0,10021.9,0
78,3305,0,2,30,0,10033.04,0
76,3347,0,2,30,0,487.23,0
53,3371,0,2,30,0,10030.27,0
176,3451,0,2,30,0,10019.92,0
6,29,0,3,30,0,10032.78,0
35,103,0,3,30,0,10017.02,0
33,185,0,3,30,0,641.51,0
39,208,0,3,30,0,10025.47,0
7,321,0,3,30,0,10016.44,0
83,334,0,3,30,0,10053.5,0
14,340,0,3,30,0,10045.91,0
51,438,0,3,30,0,305.05,0
54,476,0,3,30,0,389.82,0
73,572,0,3,30,0,10028.21,0
119,587,0,3,30,0,10046.63,0
114,670,0,3,30,0,10023.6,0
9,676,0,3,30,0,10033.59,0
6,679,0,3,30,0,10009.54,0
11,696,0,3,30,0,157.01,0
86,737,0,3,30,0,10008.94,0
172,879,0,3,30,0,18.18,0
6,996,0,3,30,0,10035.5,0
94,1000,0,3,30,0,10049.46,0
136,1116,0,3,30,0,10053.45,0
103,1270,0,3,30,0,10007.31,0
6,1335,0,3,30,0,10045.69,0
44,1335,0,3,30,0,323.14,0
4,1341,0,3,30,0,324.08,0
80,1362,0,3,30,0,10004.58,0
37,1374,0,3,30,0,10051.94,0
151,1374,0,3,30,0,10010.26,0
28,1436,0,3,30,0,10021.63,0
8,1462,0,3,30,0,10069.16,0
105,1501,0,3,30,0,10016.23,0
42,1734,0,3,30,0,10005.99,0
11,1877,0,3,30,0,180.2,0
46,1937,0,3,30,0,238.86,0
33,2004,0,3,30,0,537.56,0
179,2144,0,3,30,0,10011.91,0
103,2162,0,3,30,0,10021.18,0
72,2174,0,3,30,0,10001.59,0
135,2259,0,3,30,0,10087.12,0
158,2314,0,3,30,0,10006.96,0
97,2406,0,3,30,0,10074.34,0
19,2512,0,3,30,0,172.75,0
41,2559,0,3,30,0,10017.45,0
23,2705,0,3,30,0,10045.37,0
16,2965,0,3,30,0,10000.16,0
151,2971,0,3,30,0,10004.31,0
90,3044,0,3,30,0,10029.31,0
72,3102,0,3,30,0,10039.21,0
132,3149,0,3,30,0,10038.34,0
97,3213,0,3,30,0,10028.67,0
28,3436,0,3,30,0,10018.58,0
85,3438,0,3,30,0,36.94,0
69,2276,0,2,31,0,10033.89,0
17,2413,0,3,31,0,10025.93,0
2,146,0,2,32,0,10007.79,1
145,463,0,2,32,0,164.04,1
107,1240,0,2,32,0,10003.6,1
44,1347,0,2,32,0,10013.83,1
26,2095,0,2,32,0,10019.83,1
36,2276,0,2,32,0,10080.12,1
55,3280,0,2,32,0,10093.72,1
107,411,0,3,32,0,10054.97,1
163,1792,0,3,32,0,10007.31,1
74,1810,0,3,32,0,552.48,1
163,2261,0,3,32,0,10037.79,1
83,2788,0,3,32,0,10009.9,1
155,3234,0,3,32,0,10030.13,1
163,3460,0,3,32,0,10025.97,1
48,3456,0,3,33,0,4743.67,0
40,40,0,2,34,0,10044.13,1
151,119,0,2,34,0,10031.05,1
27,125,0,2,34,0,10036.01,1
86,414,0,2,34,0,350.09,1
105,494,0,2,34,0,10033.62,1
34,635,0,2,34,0,10031.34,1
2,642,0,2,34,0,558.04,1
15,642,0,2,34,0,378.43,1
129,671,0,2,34,0,10029.25,1
142,765,0,2,34,0,4775.72,1
89,848,0,2,34,0,10024.83,1
124,858,0,2,34,0,10036.56,1
80,886,0,2,34,0,46.32,1
95,886,0,2,34,0,10038.89,1
6,1089,0,2,34,0,10048.76,1
11,1089,0,2,34,0,10025.99,1
116,1213,0,2,34,0,10039.24,1
123,1294,0,2,34,0,168,1
128,1294,0,2,34,0,10035.8,1
57,1313,0,2,34,0,10038.31,1
26,1598,0,2,34,0,10008.44,1
142,1598,0,2,34,0,620.32,1
17,1848,0,2,34,0,10038.59,1
34,1848,0,2,34,0,10019.95,1
161,1871,0,2,34,0,10042.15,1
30,1895,0,2,34,0,10047.07,1
68,1895,0,2,34,0,192.98,1
133,1895,0,2,34,0,22.17,1
146,1895,0,2,34,0,10055.46,1
149,1895,0,2,34,0,10038.22,1
54,2082,0,2,34,0,10019.82,1
109,2082,0,2,34,0,10016.51,1
157,2092,0,2,34,0,10032.08,1
171,2104,0,2,34,0,10054.18,1
169,2235,0,2,34,0,66.47,1
165,2371,0,2,34,0,246.48,1
88,2417,0,2,34,0,10000.72,1
84,2481,0,2,34,0,10026.03,1
13,2499,0,2,34,0,10028.88,1
173,2563,0,2,34,0,10029.29,1
80,2611,0,2,34,0,10017.29,1
170,2611,0,2,34,0,10052.02,1
6,2656,0,2,34,0,10083.33,1
135,2782,0,2,34,0,10044.21,1
154,2799,0,2,34,0,10032.96,1
167,2842,0,2,34,0,2622.34,1
110,2892,0,2,34,0,10006.68,1
43,3014,0,2,34,0,10016.1,1
128,3161,0,2,34,0,10040.44,1
41,3172,0,2,34,0,525.97,1
47,3172,0,2,34,0,10049.64,1
73,3330,0,2,34,0,153.64,1
112,3370,0,2,34,0,10050.34,1
130,3411,0,2,34,0,193.83,1
136,3411,0,2,34,0,10030.78,1
167,3485,0,2,34,0,10039.73,1
156,3501,0,2,34,0,199.16,1
81,3524,0,2,34,0,10042.09,1
80,190,0,3,34,0,10049.45,1
117,607,0,3,34,0,10030.58,1
14,610,0,3,34,0,10013.63,0
145,616,0,3,34,0,376.22,1
160,617,0,3,34,0,10008.36,1
48,744,0,3,34,0,200.63,1
113,879,0,3,34,0,10028.09,1
99,996,0,3,34,0,10041.66,1
171,1167,0,3,34,0,10049.77,1
73,1271,0,3,34,0,10004.64,1
27,1296,0,3,34,0,298.94,1
39,1862,0,3,34,0,464.58,1
125,2145,0,3,34,0,10019.31,1
14,2567,0,3,34,0,970.79,1
148,2883,0,3,34,0,10036.64,1
165,2954,0,3,34,0,10009.18,1
64,637,0,2,35,0,10011.87,1
98,2886,0,3,36,0,10034.8,1
58,671,0,2,37,0,1805.26,1
49,1294,0,2,37,0,10017.69,1
119,3030,0,2,37,0,10031.01,1
65,141,0,3,37,0,10039.71,1
103,1119,0,3,37,0,10000.71,0
112,2549,0,3,37,0,10025.35,1
49,2858,0,3,37,0,10019.95,1
8,1089,0,2,39,0,10005.65,1
140,1269,0,2,39,0,591.64,1
133,573,0,2,40,0,2697.17,0
123,595,0,2,40,0,10042.5,1
138,886,0,2,40,0,10023.43,1
135,904,0,2,40,0,10065.13,1
142,1054,0,2,40,0,74.97,1
111,1294,0,2,40,0,10057.74,1
173,1895,0,2,40,0,10014.28,1
102,2178,0,2,40,0,10008.91,1
172,2185,0,2,40,0,208.6,1
173,2417,0,2,40,0,10050.16,1
95,2580,0,2,40,0,10038.43,1
19,2702,0,2,40,0,10027.92,1
35,2775,0,2,40,0,10066.13,1
86,2776,0,2,40,0,10009.07,1
179,3094,0,2,40,0,10007.58,1
144,3095,0,2,40,0,10031.72,1
71,3151,0,2,40,0,10057.63,1
24,3172,0,2,40,0,10042.8,1
114,3371,0,2,40,0,10026.52,1
153,23,0,3,40,0,75.57,1
48,252,0,3,40,0,504.41,1
4,529,0,3,40,0,10145.28,1
74,1792,0,3,40,0,10022.18,1
44,2069,0,3,40,0,10046.5,1
39,2850,0,3,40,0,10004.25,1
159,2977,0,3,40,0,10031.36,1
24,143,0,2,41,0,163.79,0
103,966,0,2,41,0,10018,0
104,2903,0,2,41,0,10019.34,1
102,1848,0,2,42,0,10002.95,1
13,2672,0,2,42,0,308.29,1
76,663,0,3,42,0,368.27,1
133,2015,0,3,42,0,10066.44,0
4,2714,0,3,42,0,10199.31,1
107,1636,0,1,43,0,10213.37,1
37,71,0,2,43,0,10021.85,0
19,86,0,2,43,0,223.62,1
164,296,0,2,43,0,10066.41,1
16,302,0,2,43,0,10033.73,0
49,933,0,2,43,0,10003.78,1
74,2648,0,2,43,0,10010.52,0
5,2785,0,2,43,0,8.7,1
80,2828,0,2,43,0,10002.34,0
174,3172,0,2,43,0,53.31,1
140,3365,0,2,43,0,107.34,1
102,3370,0,2,43,0,10033.75,1
72,621,0,3,43,0,53.49,0
172,751,0,3,43,0,10005.48,0
173,1166,0,3,43,0,139.11,1
114,1581,0,3,43,0,319.85,0
96,1759,0,3,43,0,10021.59,1
55,1861,0,3,43,0,260.1,1
40,2464,0,3,43,0,286.57,1
31,1598,0,2,44,0,10046.47,1
22,2082,0,2,44,0,10040.87,1
57,2983,0,2,44,0,10034.2,1
42,3370,0,2,44,0,10018.49,1
109,399,0,3,44,0,10016.5,1
93,972,0,3,44,0,10052.27,1
149,1084,0,3,44,0,10005.04,1
111,186,0,2,45,0,10037.36,0
140,593,0,2,45,0,10057.62,0
155,766,0,2,45,0,10022.29,0
65,1019,0,2,45,0,10190.02,0
153,2655,0,2,45,0,10037.02,0
172,3147,0,2,45,0,10029.25,0
36,183,0,3,45,0,606,0
76,1092,0,3,45,0,57.23,0
112,1829,0,3,45,0,10009.95,0
154,2274,0,3,45,0,10027.07,0
79,2773,0,3,45,0,10045.11,0
87,671,0,2,46,0,10017.81,1
68,3162,0,2,46,0,10070.26,1
152,3411,0,2,46,0,10051.79,1
93,342,0,3,46,0,451.57,1
102,1745,0,3,46,0,10012.09,1
53,2305,0,3,46,0,10015.04,1
118,25,0,2,49,0,10031.15,1
26,213,0,2,49,0,696.05,1
95,315,0,2,49,0,35.99,1
56,439,0,2,49,0,10061.55,1
45,463,0,2,49,0,280.24,1
40,518,0,2,49,0,10020.07,1
5,535,0,2,49,0,10040.34,1
24,535,0,2,49,0,10031.47,1
27,535,0,2,49,0,10116.55,1
39,671,0,2,49,0,10061.42,1
42,671,0,2,49,0,10058.55,1
110,886,0,2,49,0,10025.19,1
34,1095,0,2,49,0,10061.11,1
1,1294,0,2,49,0,10051.57,1
53,1294,0,2,49,0,132.66,1
96,1294,0,2,49,0,10030.11,1
105,1317,0,2,49,0,10022.26,1
177,1348,0,2,49,0,10029.48,1
20,1598,0,2,49,0,10078.04,1
66,1598,0,2,49,0,561.35,1
91,1671,0,2,49,0,287.69,1
16,1678,0,2,49,0,104.96,1
64,1752,0,2,49,0,10006.66,1
21,1848,0,2,49,0,606.71,1
66,1867,0,2,49,0,604.69,1
180,2021,0,2,49,0,10011.58,1
119,2031,0,2,49,0,10051.12,1
144,2092,0,2,49,0,225.39,1
124,2176,0,2,49,0,10002.52,1
88,2322,0,2,49,0,10047.16,1
9,2417,0,2,49,0,10017.91,1
45,2417,0,2,49,0,10017.91,1
1,2418,0,2,49,0,10051.93,1
67,2427,0,2,49,0,10031.4,1
106,2427,0,2,49,0,220.58,1
31,2465,0,2,49,0,10014.04,1
27,2481,0,2,49,0,10014.55,1
22,2537,0,2,49,0,76.64,1
97,2611,0,2,49,0,10020.62,1
106,2611,0,2,49,0,10005.22,1
9,2656,0,2,49,0,10043.85,1
10,2656,0,2,49,0,10037.88,1
24,2656,0,2,49,0,513.24,1
59,3318,0,2,49,0,10013.64,1
69,3507,0,2,49,0,10029.06,1
82,38,0,3,49,0,10026.44,1
122,63,0,3,49,0,10011.11,1
71,313,0,3,49,0,10026.1,1
41,342,0,3,49,0,10004.28,1
135,411,0,3,49,0,10042.07,1
165,571,0,3,49,0,633.75,1
69,628,0,3,49,0,10057.83,1
9,879,0,3,49,0,10060.44,1
89,1046,0,3,49,0,10028.72,1
111,1154,0,3,49,0,119.37,1
120,1226,0,3,49,0,10010.52,1
14,1234,0,3,49,0,10011.81,1
40,1234,0,3,49,0,600.14,1
167,1258,0,3,49,0,10004.66,1
64,1521,0,3,49,0,10034.99,1
169,1847,0,3,49,0,10025.3,1
106,1991,0,3,49,0,10015.77,1
84,2165,0,3,49,0,10053.1,1
10,2650,0,3,49,0,10066.84,1
23,2714,0,3,49,0,10005.09,1
117,2876,0,3,49,0,4345.91,1
76,2921,0,3,49,0,10034.92,1
98,2980,0,3,49,0,114.03,1
20,3123,0,3,49,0,10037.63,1
173,3420,0,3,49,0,10029.08,1
68,3492,0,3,49,0,10034.06,1
151,671,0,2,0,1,10002.77,1
120,793,0,3,0,1,10020.78,0
13,2001,0,2,10,1,42.6,0
145,2540,0,2,10,1,5.06,1
71,2551,0,2,10,1,19.01,0
167,3041,0,2,10,1,40.01,0
180,1658,0,3,10,1,20.18,1
53,1734,0,3,10,1,39.89,1
92,1646,0,3,0,2,10026.59,0
48,0,0,2,12,3,6.29,0
1,1575,0,2,37,3,258.76,1
12,1820,0,2,37,3,28.06,0
55,291,0,1,0,4,10056.54,0
81,239,0,2,0,4,10051.26,0
42,2437,0,2,0,4,10128.27,0
124,2343,0,3,0,4,10005.72,0
42,3265,0,3,0,4,10033.74,0
132,0,0,2,45,4,36.18,0
161,0,0,2,45,4,39.46,0
167,0,0,2,45,4,9.55,0
128,2117,0,2,45,4,65.37,0
54,0,0,3,45,4,15.07,0
